,PMID,Population
6126,12043914,female
6129,12043914,male
6130,12043914,middle aged
6150,11936466,adolescent
6151,11936466,adult
6152,11936466,aged
6154,11936466,female
6161,11936466,male
6162,11936466,middle aged
6171,12324715,adolescent
6172,12324715,adult
6174,12324715,female
6179,12324715,male
6183,14677744,adult
6184,14677744,female
6188,12143183,adult
6192,12143183,female
6197,12739735,aged
6198,12739735,"aged, 80 and over"
6200,12739735,female
6205,12739735,male
6206,12739735,middle aged
6215,12488353,female
6230,12518252,aged
6234,12518252,female
6240,12518252,male
6241,12518252,middle aged
6251,12110776,adult
6255,12110776,female
6259,12110776,male
6263,13679708,aged
6267,13679708,female
6273,12948932,adult
6276,12948932,female
6284,11908863,adult
6288,11908863,male
6289,11908863,middle aged
6293,12593725,adult
6294,12593725,aged
6295,12593725,"aged, 80 and over"
6296,12593725,female
6302,12593725,male
6303,12593725,middle aged
6329,12244277,female
6334,12244277,"infant, newborn"
6340,11980615,adolescent
6341,11980615,adult
6342,11980615,aged
6343,11980615,"aged, 80 and over"
6346,11980615,female
6352,11980615,male
6353,11980615,middle aged
6357,12628122,adolescent
6358,12628122,child
6360,12628122,female
6363,12628122,male
6364,11851085,adult
6369,11851085,male
6372,14751035,adult
6377,14751035,middle aged
6383,14756065,adolescent
6385,14756065,child
6386,14756065,female
6390,14756065,male
6398,12479762,adult
6403,12479762,male
6407,12239055,adult
6408,12239055,aged
6410,12239055,female
6415,12239055,male
6416,12239055,middle aged
6418,12919159,adolescent
6419,12919159,adult
6420,12919159,aged
6423,12919159,female
6427,12919159,male
6428,12919159,middle aged
6439,12045444,female
6443,12045444,middle aged
6448,11952037,adult
6449,11952037,aged
6453,11952037,female
6457,11952037,male
6459,11952037,middle aged
6472,11887748,adolescent
6475,11887748,child
6478,11887748,female
6487,11887748,male
6492,12035941,adult
6495,12035941,female
6500,12035941,middle aged
6504,12466344,adult
6509,12466344,female
6515,12466344,male
6520,14677315,female
6525,14677315,middle aged
6541,14516260,adult
6542,14516260,female
6545,14516260,male
6550,12820929,adolescent
6551,12820929,adult
6552,12820929,aged
6553,12820929,child
6554,12820929,"child, preschool"
6556,12820929,female
6559,12820929,infant
6561,12820929,male
6562,12820929,middle aged
6564,14593902,adult
6570,14593902,female
6577,14593902,male
6578,14593902,middle aged
6583,12408075,adult
6586,12408075,"child, preschool"
6588,12408075,female
6592,12408075,male
6599,12657544,adolescent
6600,12657544,adult
6601,12657544,aged
6604,12657544,female
6607,12657544,male
6608,12657544,middle aged
6614,12476614,adolescent
6615,12476614,adult
6618,12476614,female
6624,12476614,male
6625,12476614,middle aged
6632,12471283,adolescent
6633,12471283,adult
6636,12471283,female
6639,12471283,male
6640,12471283,middle aged
6649,12972777,female
6652,12972777,male
6653,12972777,middle aged
6657,12578408,adult
6658,12578408,female
6662,12578408,male
6687,12487171,adult
6689,12487171,female
6694,12815892,adult
6695,12815892,aged
6697,12815892,female
6700,12815892,male
6701,12815892,middle aged
6705,12967860,adult
6708,12967860,female
6711,12967860,male
6712,12967860,middle aged
6746,11939758,adult
6749,11939758,female
6783,14503045,male
6784,14503045,middle aged
6788,12215555,female
6793,12215555,male
6805,14588237,female
6811,14588237,middle aged
6819,12660642,adult
6820,12660642,aged
6824,12660642,female
6828,12660642,male
6829,12660642,middle aged
6849,14611710,female
6854,14611710,middle aged
6858,12537060,adult
6859,12537060,aged
6864,12537060,female
6867,12537060,male
6868,12537060,middle aged
6875,11992884,adult
6877,11992884,female
6885,12678273,adult
6892,12678273,middle aged
6897,12865535,adult
6899,12865535,female
6904,12544139,adult
6905,12544139,female
6912,12458843,adult
6914,12458843,female
6917,12458843,middle aged
6956,12529162,adolescent
6958,12529162,child
6959,12529162,"child, preschool"
6964,12748792,female
6969,12748792,male
6970,12748792,middle aged
6989,12646095,adolescent
6990,12646095,adult
6991,12646095,aged
6992,12646095,female
6996,12646095,male
6997,12646095,middle aged
7000,12641621,adult
7001,12641621,aged
7003,12641621,female
7008,12641621,male
7011,12641621,middle aged
7031,12029549,aged
7034,12029549,female
7039,12029549,male
7040,12029549,middle aged
7054,12627253,adult
7058,12627253,female
7082,12519830,male
7083,12519830,middle aged
7091,12661107,adult
7095,12661107,female
7099,12566736,adult
7101,12566736,female
7108,12031010,adult
7110,12031010,female
7114,12031010,infant
7115,12031010,"infant, newborn"
7116,12031010,male
7123,12640074,female
7127,12640074,middle aged
7140,14574976,adult
7144,14574976,female
7162,12124238,adolescent
7163,12124238,adult
7164,12124238,aged
7165,12124238,female
7170,12124238,male
7171,12124238,middle aged
7177,11806400,adult
7180,11806400,female
7184,14611711,adult
7188,14611711,female
7198,12967795,female
7202,12967795,male
7203,12967795,middle aged
7212,12687928,adolescent
7213,12687928,adult
7214,12687928,aged
7216,12687928,female
7220,12687928,male
7222,12687928,middle aged
7225,14631894,adult
7226,14631894,female
7230,14631894,male
7231,14631894,middle aged
7240,12030606,adult
7243,12030606,female
7250,12030606,male
7251,12030606,middle aged
7256,12050220,adolescent
7257,12050220,adult
7258,12050220,aged
7263,12050220,female
7268,12050220,male
7269,12050220,middle aged
7274,16619748,child
7275,16619748,female
7279,16619748,male
7285,12553556,adult
7286,12553556,aged
7288,12553556,female
7294,12553556,middle aged
7295,12553556,postmenopause
7299,15119264,female
7304,15119264,male
7305,15119264,middle aged
7326,11952043,adult
7327,11952043,aged
7329,11952043,female
7333,11952043,male
7334,11952043,middle aged
7343,12357047,adolescent
7344,12357047,adult
7347,12357047,child
7348,12357047,female
7356,12357047,male
7367,11920802,adolescent
7370,11920802,male
7386,12136278,female
7390,12136278,male
7391,12136278,middle aged
7403,12271605,adult
7404,12271605,female
7417,12389699,male
7418,12389699,middle aged
7425,12532043,adult
7431,12532043,female
7442,14625489,adult
7446,14625489,female
7449,14625489,male
7455,15314993,adult
7456,15314993,aged
7460,15314993,female
7465,15314993,male
7467,15314993,middle aged
7484,12931260,adolescent
7485,12931260,adult
7487,12931260,female
7491,12931260,male
7492,12931260,middle aged
7504,12413310,aged
7505,12413310,"aged, 80 and over"
7510,12413310,female
7513,12413310,male
7523,15139703,adult
7524,15139703,aged
7527,15139703,female
7531,15139703,male
7532,15139703,middle aged
7537,14588098,adult
7540,14588098,female
7544,14588098,male
7545,14588098,middle aged
7553,15314994,adult
7554,15314994,aged
7558,15314994,female
7564,15314994,male
7566,15314994,middle aged
7573,11999703,adolescent
7580,11999703,female
7586,11999703,male
7594,12560781,adolescent
7595,12560781,adult
7596,12560781,aged
7597,12560781,"aged, 80 and over"
7598,12560781,child
7599,12560781,female
7603,12560781,male
7604,12560781,middle aged
7613,12649575,female
7618,12649575,male
7619,12649575,middle aged
7628,12813025,female
7640,12614743,adult
7641,12614743,female
7647,12614743,male
7649,12614743,middle aged
7657,12522939,female
7662,12522939,middle aged
7664,12886486,aged
7669,12886486,male
7678,14682468,adult
7681,14682468,female
7687,12917100,adult
7691,12917100,female
7698,12644756,adult
7702,12644756,female
7705,12644756,male
7706,12644756,middle aged
7710,12964971,adult
7711,12964971,aged
7712,12964971,female
7716,12964971,male
7717,12964971,middle aged
7723,12484697,adult
7725,12484697,female
7739,12161479,adult
7742,12161479,female
7745,12161479,male
7746,12161479,middle aged
7750,12063047,adult
7753,12063047,female
7756,12063047,male
7762,11885370,adolescent
7763,11885370,adult
7764,11885370,aged
7765,11885370,female
7769,11885370,male
7770,11885370,middle aged
7788,11860643,female
7791,11860643,male
7792,11860643,middle aged
7796,14599117,adolescent
7797,14599117,adult
7798,14599117,aged
7799,14599117,"aged, 80 and over"
7800,14599117,child
7801,14599117,"child, preschool"
7802,14599117,female
7806,14599117,infant
7807,14599117,"infant, newborn"
7809,14599117,male
7810,14599117,middle aged
7814,12541136,adult
7815,12541136,aged
7816,12541136,female
7821,12541136,male
7822,12541136,middle aged
7831,15055712,adult
7833,15055712,female
7842,12687752,child
7844,12687752,female
7851,12464787,adult
7852,12464787,aged
7854,12464787,female
7859,12464787,male
7860,12464787,middle aged
7865,12611611,adult
7872,12611611,female
7876,12611611,middle aged
7884,12058303,adolescent
7885,12058303,adult
7886,12058303,aged
7887,12058303,"aged, 80 and over"
7888,12058303,female
7892,12058303,male
7893,12058303,middle aged
7902,12425892,female
7908,12425892,middle aged
7914,11932304,adult
7917,11932304,female
7921,11932304,male
7923,11932304,middle aged
7933,12192544,adult
7936,12192544,child
7941,12192544,middle aged
7952,12403134,adolescent
7953,12403134,adult
7954,12403134,aged
7955,12403134,female
7960,12403134,male
7961,12403134,middle aged
7971,14597960,adult
7978,14597960,female
7981,14597960,male
7982,14597960,middle aged
7988,12587224,adolescent
7990,12587224,child
7998,12761360,adolescent
8001,12761360,child
8002,12761360,female
8005,12761360,male
8022,12930595,adult
8027,12930595,female
8034,12930595,male
8035,12930595,middle aged
8053,14506419,adult
8054,14506419,aged
8056,14506419,female
8059,14506419,male
8060,14506419,middle aged
8091,14704818,adult
8092,14704818,aged
8094,14704818,female
8098,14704818,male
8099,14704818,middle aged
8105,11825827,female
8108,11825827,male
8109,11825827,middle aged
8138,12225644,male
8139,12225644,middle aged
8140,12093642,adult
8141,12093642,aged
8142,12093642,"aged, 80 and over"
8146,12093642,female
8149,12093642,male
8150,12093642,middle aged
8155,12494541,adolescent
8156,12494541,child
8157,12494541,female
8160,12494541,male
8166,11980136,female
8171,11980136,middle aged
8189,14709836,adult
8192,14709836,female
8197,14709836,male
8198,14709836,middle aged
8214,12098810,adult
8218,12098810,female
8234,12224697,adult
8237,12224697,female
8248,12915622,aged
8251,12915622,female
8257,12645386,adult
8265,12645386,male
8270,12173918,aged
8271,12173918,"aged, 80 and over"
8278,12173918,male
8282,12126525,adult
8283,12126525,aged
8285,12126525,female
8290,12126525,male
8292,12126525,middle aged
8300,12924496,female
8305,12924496,middle aged
8310,12625406,aged
8312,12625406,female
8325,12550020,female
8330,12550020,middle aged
8333,12133491,adult
8335,12133491,female
8342,12133491,male
8344,11997801,adult
8345,11997801,aged
8347,11997801,female
8350,11997801,male
8351,11997801,middle aged
8359,11910320,adult
8360,11910320,aged
8361,11910320,"aged, 80 and over"
8363,11910320,female
8369,11910320,male
8371,11910320,middle aged
8386,14530465,female
8390,14530465,male
8391,14530465,middle aged
8402,14709834,adult
8410,14709834,female
8414,14709834,male
8416,14971135,adolescent
8417,14971135,adult
8418,14971135,aged
8419,14971135,female
8422,14971135,male
8423,14971135,middle aged
8430,12921687,child
8438,12921687,male
8440,12962270,adult
8441,12962270,female
8444,12962270,"infant, newborn"
8446,12962270,male
8451,12374459,adult
8453,12374459,female
8458,12374459,middle aged
8482,12229955,female
8486,12229955,middle aged
8493,12045064,adult
8494,12045064,aged
8498,12045064,female
8502,12045064,male
8503,12045064,middle aged
8508,14646686,female
8515,14646686,middle aged
8518,14506458,adult
8524,14506458,male
8530,21189578,adult
8532,21189578,female
8537,21189578,male
8559,12225632,adult
8563,12225632,female
8567,12225632,male
8572,12199623,adolescent
8573,12199623,adult
8574,12199623,aged
8577,12199623,female
8580,12199623,male
8581,12199623,middle aged
8590,12027278,adolescent
8591,12027278,adult
8592,12027278,aged
8594,12027278,female
8600,12027278,male
8601,12027278,middle aged
8609,11862510,adult
8610,11862510,aged
8614,11862510,female
8618,11862510,male
8619,11862510,middle aged
8629,11777638,middle aged
8639,12375209,adolescent
8640,12375209,adult
8641,12375209,aged
8642,12375209,"aged, 80 and over"
8645,12375209,female
8650,12375209,male
8651,12375209,middle aged
8666,12192554,adult
8667,12192554,aged
8668,12192554,"aged, 80 and over"
8675,12192554,middle aged
8681,14737725,adolescent
8682,14737725,adult
8683,14737725,aged
8685,14737725,child
8686,14737725,female
8691,14737725,male
8692,14737725,middle aged
8701,12970294,adult
8702,12970294,aged
8703,12970294,"aged, 80 and over"
8708,12970294,female
8715,12970294,male
8716,12970294,middle aged
8722,12707631,adolescent
8725,12707631,child
8726,12707631,female
8730,12707631,"infant, newborn"
8740,11962011,female
8745,11962011,"infant, newborn"
8782,12060828,female
8794,11935690,adult
8796,11935690,female
8799,11935690,male
8807,12953167,adult
8809,12953167,female
8814,12953167,male
8815,12953167,middle aged
8838,12689659,female
8844,12689659,male
8846,12689659,middle aged
8849,12201217,adult
8853,12201217,female
8856,12201217,male
8858,12201217,middle aged
8875,12097194,adult
8878,12097194,female
8883,12097194,male
8884,12097194,middle aged
8891,12476893,adult
8892,12476893,aged
8896,12476893,female
8901,12476893,male
8903,12476893,middle aged
8907,12593726,adult
8910,12593726,female
8915,12593726,male
8916,12593726,middle aged
8930,11925523,adult
8935,11925523,female
8941,11849246,adolescent
8942,11849246,adult
8944,11849246,female
8949,11849246,male
8951,11849246,middle aged
8958,12732491,female
8961,12732491,male
8969,11836297,female
8974,11836297,male
8986,12664031,female
8990,12664031,middle aged
8994,12592140,female
8998,12592140,middle aged
9007,11893377,female
9013,11893377,middle aged
9014,12096866,adult
9015,12096866,aged
9016,12096866,"aged, 80 and over"
9017,12096866,female
9023,12096866,male
9024,12096866,middle aged
9031,11838735,adult
9034,11838735,female
9040,12804100,adult
9046,12804100,female
9050,12804100,male
9051,12804100,middle aged
9089,11917063,adult
9090,11917063,female
9130,14723259,adolescent
9134,14723259,female
9143,12727967,adult
9150,12727967,female
9155,12727967,male
9158,12727967,middle aged
9178,12601319,adult
9179,12601319,aged
9185,12601319,female
9188,12601319,male
9189,12601319,middle aged
9197,12414422,adult
9198,12414422,aged
9201,12414422,female
9206,12414422,male
9207,12414422,middle aged
9212,14567561,adolescent
9213,14567561,adult
9214,14567561,aged
9219,14567561,female
9224,14567561,male
9225,14567561,middle aged
9236,12838020,adolescent
9237,12838020,adult
9238,12838020,aged
9239,12838020,"aged, 80 and over"
9242,12838020,female
9245,12838020,male
9246,12838020,middle aged
9253,12455450,female
9260,12455450,male
9262,12455450,middle aged
9277,12711842,male
9285,12691869,female
9291,12691869,male
9293,12752091,female
9296,12752091,male
9297,12752091,middle aged
9307,12598466,aged
9309,12598466,female
9312,12598466,male
9313,12598466,middle aged
9316,12504052,adult
9317,12504052,aged
9319,12504052,female
9322,12504052,male
9323,12504052,middle aged
9353,14751028,adult
