,PMID,Other_terms
2507,30302663,thyroid nodules
2508,32397019,disease attribute
2509,32397019,"lymphoma, non-hodgkin"
2510,32397019,prognosis
2511,32397019,thyroid neoplasms
2512,29595868,*goitre
2513,29595868,*hypocalcaemia
2514,29595868,*hypoparathyroidism
2515,29595868,*retrosternal goitre
2516,29595868,*thyroid gland
2517,29595868,*thyroidectomy
2518,29450866,diplopia
2519,29450866,graves’ orbitopathy
2520,29450866,orbital decompression
2521,29450866,proptosis
2522,29450866,quality of life
2523,29771881,endocrine ophthalmopathy
2524,29771881,multidimensional linear regression modeling
2525,29771881,prognostication
2526,29771881,risk factors
2527,29771881,toxic diffuse goiter
2529,30485487,*graves’ disease treatment
2530,30485487,*thyrotrophin receptor antibodies
2533,30540214,pulsed ivmp
2534,30540214,active ted
2535,30540214,efficacy and safety
2536,30540214,medical management
2537,30540214,steroid sparing agents
2540,31646433,*exophthalmos
2541,31646433,*graves’ disease
2542,31646433,*orbital decompression
2543,31646433,*orbital radiotherapy
2544,31646433,*orbitopathy
2545,31586293,*endogenous thyrotropin
2546,31586293,*methimazole
2547,31586293,*multinodular goitre
2548,31586293,*radioiodine cois
2549,30334140,*+49a/g polymorphism of the ctla4 gene
2550,30334140,*graves’ hyperthyroidism
2551,30334140,*graves’ orbitopathy
2552,30334140,*methimazole
2553,30334140,*predictors of remission
2555,31849350,cervical oesophageal perforation
2556,31849350,oesophageal injury
2557,31849350,oesophagogastroscopy
2558,31849350,oesophagus dilation
2559,31849350,thyroidectomy
2564,30369298,*ecological momentary assessments
2565,30369298,*patient-reported outcomes
2566,30369298,*thyroid diseases
2567,30369298,*thyroid-related quality of life
2569,30194634,graves’ ophthalmopathy
2570,30194634,tbii
2571,30194634,trab
2572,30194634,tsab
2574,31536167,afirma
2575,31536167,cytology
2576,31536167,fine-needle aspiration (fna)
2577,31536167,gene expression classifier (gec)
2578,31536167,genomic sequencing classifier (gsc)
2579,31536167,molecular
2580,31536167,thyroid
2583,29759035,*nis
2584,29759035,*slc5a5
2585,29759035,*congenital hypothyroidism
2586,29759035,*goiter
2587,29759035,*novel mutation
2588,29759035,*sodium–iodide symporter cois
2590,30135996,graves’ disease
2591,30135996,lipidomic analysis
2592,30135996,ophthalmopathy
2593,30135996,plasma
2594,30135996,urine
2595,30135996,nuplc-esi-ms/ms
2596,29332250,dysfunctional tear syndrome
2597,29332250,hyperthyroidism
2598,29332250,ocular surface inflammation
2599,29332250,tear cytokines
2600,29332250,thyroid-associated orbitopathy
2604,30696398,*acute airway obstruction
2605,30696398,*goitre
2606,30696398,*pregnancy
2607,30696398,*respiratory arrest cois publication: written informed consent for publication of the clinical details and clinical images was obtained from the patient. written informed consent for publication of the clinical details and clinical images was obtained from patient. competing interests: the authors declare that they have no competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations.
2608,31727496,children
2609,31727496,iodized salt
2610,31727496,thyroid abnormalities
2611,31727496,urinary iodine
2612,31727496,water iodine
2613,31727496,water replacement
2614,28766837,dicer1
2615,28766837,cystic nephroma
2616,28766837,multinodular goiter
2617,28766837,mutation
2618,28766837,neuroblastoma
2619,28766837,syndrome
2622,30387079,benign thyroid disease
2623,30387079,meta-analysis
2624,30387079,prospective study
2625,30387079,thyroid cancer
2627,31237847,intraocular pressure
2628,31237847,thyroid-associated orbitopathy
2629,31201593,extraocular muscle
2630,31201593,graves’ ophthalmopathy
2631,31201593,magnetic resonance imaging
2632,31201593,radiation therapy
2633,31201593,steroids
2638,30217613,basedow
2639,30217613,graves
2640,30217613,quality of life
2641,30217613,qualité de vie
2642,30217613,questionnaire
2643,30217613,strabisme
2644,30217613,strabismus
2645,30217613,thyroid
2646,30217613,thyroïde
2647,30217607,chirurgie de strabisme
2648,30217607,diplopia
2649,30217607,diplopie
2650,30217607,dysthyroid orbitopathy
2651,30217607,graves’ disease
2652,30217607,maladie de basedow
2653,30217607,orbitopathie dysthyroïdienne
2654,30217607,strabismus surgery
2655,31340806,bleeding
2656,31340806,hematoma
2657,31340806,risk factor
2658,31340806,thyroid surgery
2659,31340806,thyroidectomy cois
2660,31641884,computed tomography
2661,31641884,deep lateral orbital wall decompression
2662,31641884,fat removal
2663,31641884,graves’ orbitopathy
2664,31641884,prediction
2665,31641884,the greater wing of the sphenoid
2666,30862763,graves’ disease
2667,30862763,children
2668,30862763,long-term outcome
2669,30862763,methimazole treatment
2670,30862763,remission
2671,31023276,bioassay
2672,31023276,graves’ disease
2673,31023276,trab
2674,31023276,"thyroid cois involving human participants were in accordance with the ethical standards of the institutional and/or national research committee and with the 1964 helsinki declaration and its later amendments or comparable ethical standards. the study protocol was approved by the local ethics committee (ethikkommission nordwest und zentralschweiz (eknz) project no. 2015/227). need for informed consent was waived by the local ethics committee due retrospective nature of analysis with no impact on health outcome. consent for publication: not applicable. competing interests: bm and ps received research support by thermo fisher scientific, roche diagnostics, abbott and siemens unrelated to this study. all authors confirm that they do not have a conflict of interest associated with this manuscript. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations."
2675,30132285,autoimmune thyroiditis
2676,30132285,graves’ disease
2677,30132285,graves’ ophthalmopathy
2678,30132285,graves’ orbitopathy
2679,30132285,insulin-like growth factor-1 receptor
2680,30132285,thyroid
2681,30132285,thyroid autoimmunity
2682,30132285,thyroid eye disease
2683,30049435,*graves' disease
2684,30049435,*thyroid cancer
2685,30049435,*thyroid nodules
2686,30696370,*children
2687,30696370,*goiter
2688,30696370,*sufficient iodine intake
2689,30696370,*thyroid volume
2690,31622299,"thyroidectomy, complications, hypocalcaemia, recurrent laryngeal nerve injury,  haemorrhage. (jpma 69: 1470; 2019).doi:10.5455/jpma.301233"
2693,30767621,*graves' disease
2694,30767621,*ciliogenesis
2695,30767621,*nodular hyperplasia
2696,30767621,*primary cilia
2697,30767621,*thyrocytes
2699,29649988,lipid layer thickness
2700,29649988,meibomian gland dysfunction
2701,29649988,"thyroid eye diseases cois (irb)/ethics committee approval was obtained from the committee of medical ethics and human experiments of chang gung memorial hospital (cgmh), taiwan. informed consent was obtained from each subject in the cgmh. consent for publication: not applicable. competing interests: the authors declare that they have no competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations."
2703,31309667,fukushima
2704,31309667,japanese black
2705,31309667,cattle
2706,31309667,goiter
2707,31309667,thyroid gland
2710,31094460,hormones
2711,31094460,immunological
2712,31094460,liquidators of the chernobyl accident
2713,31094460,non-hospital pneumonia
2714,30197184,*autoimmune disease
2715,30197184,*celiac disease
2716,30197184,*graves’ disease
2717,30197184,*myotonic dystrophy type 2
2718,29183262,*sds
2719,29183262,*globus symptoms
2720,29183262,*quality of life
2721,29183262,*thyroid surgery
2722,30719623,cyclosporine
2723,30719623,graves’ orbitopathy
2724,30719623,intravenous glucocorticoids
2725,30719623,methotrexate
2726,30737677,*hashimoto’s thyroiditis
2727,30737677,*iodothyronine deiodinase
2728,30737677,*thyroid gland
2729,30737677,*thyroid hormone metabolism
2730,31170960,destructive thyrotoxicosis
2731,31170960,diagnostic meta-analysis
2732,31170960,differential diagnosis
2733,31170960,graves’ disease
2734,31170960,peak systolic velocity of superior thyroid artery
2735,31170960,thyrotoxicosis cois
2736,31933295,focus harmonic scalpel
2737,31933295,hypocalcaemia
2738,31933295,hypoparathyroidism
2739,31933295,thyroidectomy
2740,31514388,diagnosis
2741,31514388,exosomes
2742,31514388,goiter
2743,31514388,heat shock proteins (hsp)
2744,31514388,molecular chaperones
2745,31514388,papillary carcinoma
2746,31514388,thyroid gland cois
2747,30110704,congenital hypothyroidism
2748,30110704,duoxa2
2749,30110704,fetal goiter
2750,30110704,mutation
2751,30110704,polyhydramnios
2752,29354016,*computed tomography
2753,29354016,*euthyroidism
2754,29354016,*graves' disease
2755,29354016,*methimazole
2756,29354016,*single-photon emission computed tomography
2757,29943563,graves disease
2758,29943563,hepatitis a virus
2759,29943563,triggering factor
2762,30092670,*go-qol
2763,30092670,*graves’ ophthalmopathy (go)
2764,30092670,*thyroid eye disease (ted)
2765,30092670,*adults
2766,30092670,*psychometrics
2767,30092670,*reliability
2768,30092670,*validity
2769,30783963,*diabetes
2770,30783963,*graves’ disease
2771,30783963,*islet autoantibodies
2772,30783963,*thyroid autoantibodies cois ethical approval: all procedures performed in studies involving human participants were in accordance with the ethical standards of the institutional and/or national research committee and with the 1964 helsinki declaration and its later amendments or comparable ethical standards. informed consent: informed consent was obtained from all individual participants included in the study.
2773,30690623,*endemic
2774,30690623,*goitre
2775,30690623,*iodine
2776,30690623,*urinary iodine excretion
2777,27659020,goiter
2778,27659020,subtotal resection
2779,27659020,thyroidectomy
2781,29032778,*iodine-deficiency disorders
2782,29032778,*iodized salt
2783,29032778,*iran
2784,29032778,*school-aged children
2785,31411490,arhi
2786,31411490,fine-needle aspiration cytology
2787,31411490,imprinted gene
2788,31411490,thyroid nodule cois
2789,31028051,"ear, nose and throat"
2790,31028051,respiratory system
2791,31028051,venous thromboembolism cois
2793,30621642,hashimoto’s thyroiditis
2794,30621642,magnetic resonance
2795,30621642,ophthalmopathy
2796,30621642,"orbitopathy cois accordance with the ethical standards of the institutional and/or national research committee and with the 1964 helsinki declaration and its later amendments or comparable ethical standards. this is a case report, retrospectively describing the course of the diagnostics and therapy, thus does not require the local bioethical committee approval. consent for publication: written informed consent was obtained from the patient for the publication of this report and any accompanying images. competing interests: the authors declare that they have no competing interests. publisher’s note: springer nature remains neutral with regard to jurisdictional claims in published maps and institutional affiliations."
2797,31347001,euthyroid
2798,31347001,in vitro fertilization
2799,31347001,intra-cytoplasmic sperm injection
2800,31347001,pregnancy outcomes
2802,31696306,*epoprostenol
2803,31696306,*hyperthyroidism
2804,31696306,*prostanoids
2805,31696306,*pulmonary hypertension
2806,31696306,*selexipag
2808,30369343,*pps method
2809,30369343,*thyroid volume
2810,30369343,*urinary iodine concentration
2811,30710486,goiter
2812,30710486,iodine deficiency disorders
2813,30710486,urinary iodine
2814,30710486,urinary thiocyanate
2818,30431723,graves’ disease
2819,30431723,graves’ ophthalmopathy
2820,30431723,optic nerve diseases
2821,30431723,optic nerve injuries
2822,30431723,"ultrasonography, doppler, color"
2823,31420436,materno-fetal medicine
2824,31420436,pregnancy
2825,31420436,thyroid disease cois
2826,30515705,bihar
2827,30515705,intelligence quotient (iq)
2828,30515705,iodized salt consumption
2829,30515705,total goitre rate
2831,30484383,*cochlear implantation
2832,30484383,*enlarged endolymphatic sacs
2833,30484383,*enlarged vestibular aqueduct
2834,30484383,*pendred syndrome
2835,30484383,*slc26a4
2836,30484383,*temporal bone
2838,31565879,*autoantibodies
2839,31565879,*graves disease
2840,31565879,*recurrence
2841,31565879,*thyroid peroxidase antibody cois
2843,30667296,*graves' disease
2844,30667296,*qol
2845,30667296,*sf-36
2846,30667296,*thypro
2847,30667296,*long-term
2848,30667296,*radioiodine
2849,30392997,hipocalcemia
2850,30392997,hipoparatiroidismo
2851,30392997,hypocalcemia
2852,30392997,hypoparathyroidism
2853,30392997,parathormone
2854,30392997,paratohormona
2855,30392997,thyroidectomy
2856,30392997,tiroidectomía
2857,31677639,*goiter
2858,31677639,*salt iodine concentration
2859,31677639,*shanghai
2860,31677639,*thyroid volume
2861,31677639,*urinary iodine concentration cois
2863,31860407,*graves'
2864,31860407,"*disease, graves'"
2865,31860407,"*orbitopathy, radioiodine, glucocorticoids, tsh receptor antibodies"
2866,30814438,graves’ disease
2867,30814438,hashimoto’s thyroiditis
2868,30814438,interleukin-17
2869,30814438,interleukin-1β
2870,30814438,interleukin-23
2873,29198022,*glaucoma
2874,29198022,*graves' disease
2875,29198022,*register study
2876,29198022,*toxic nodular goiter
2877,30890403,fna
2878,30890403,ptc
2879,30890403,mir-137
2880,30890403,mir-181b
2881,30890403,mir-214
2882,30890403,mir-222
2885,30577987,thyroid surgery
2886,30577987,transcutaneous laryngeal ultrasound
2887,30577987,vocal cord mobility
2888,30593716,blinking
2889,30593716,dry eye
2890,30593716,meibomian gland dysfunction
2891,30593716,thyroid eye disease
2892,31691654,mechanical high-speed bone removal
2893,31691654,orbital bone decompression
2894,31691654,osteodestruction
2895,31691654,scanning electron microscopy
2896,31691654,thyroid eye disease
2897,31691654,ultrasonic bone removal
2900,30701793,graves’ disease
2901,30701793,endocrine ophthalmopathy
2902,30701793,polymorphic genetic markers
2903,29446011,iodine
2904,29446011,iodine deficiency
2905,29446011,iodized salt
2906,29446011,iran
2907,29446011,uic cois ethical approval: the local ethics committee approved the study protocol. informed consent: informed consent was obtained from all individual participants included in the study.
2910,29946800,antithyroid drugs
2911,29946800,goiter
2912,29946800,graves’ disease
2913,29946800,graves’ orbitopathy
2914,29946800,hyperthyroidism
2915,29946800,predictive models
2916,29946800,recurrence
2917,29946800,tsh-receptor antibody
2918,31841476,accident at chnpp
2919,31841476,breast cancer
2920,31841476,functional parameters
2921,31841476,malignant tumors
